Date,Open,High,Low,Close,Adj Close,Volume,Stock Name
2023-01-20,128.679993,133.509995,127.349998,133.419998,133.419998,138858100,TSLA
2023-01-23,135.869995,145.380005,134.270004,143.75,143.75,203119200,TSLA
2023-01-24,143.0,146.5,141.100006,143.889999,143.889999,158699100,TSLA
2023-01-25,141.910004,146.410004,138.070007,144.429993,144.429993,192734300,TSLA
2023-01-26,159.970001,161.419998,154.759995,160.270004,160.270004,234815100,TSLA
2023-01-27,162.429993,180.679993,161.169998,177.899994,177.899994,306590600,TSLA
2023-01-30,178.050003,179.770004,166.5,166.660004,166.660004,230878800,TSLA
2023-01-31,164.570007,174.300003,162.779999,173.220001,173.220001,196813500,TSLA
2023-02-01,173.889999,183.809998,169.929993,181.410004,181.410004,213806300,TSLA
2023-02-02,187.330002,196.75,182.610001,188.270004,188.270004,217448300,TSLA
2023-02-03,183.949997,199.0,183.690002,189.979996,189.979996,232662000,TSLA
2023-02-06,193.009995,198.169998,189.919998,194.759995,194.759995,186188100,TSLA
2023-02-07,196.429993,197.5,189.550003,196.809998,196.809998,186010300,TSLA
2023-02-08,196.100006,203.0,194.309998,201.289993,201.289993,180673600,TSLA
2023-02-09,207.779999,214.0,204.770004,207.320007,207.320007,215431400,TSLA
2023-02-10,202.229996,206.199997,192.889999,196.889999,196.889999,204754100,TSLA
2023-02-13,194.419998,196.300003,187.610001,194.639999,194.639999,172475500,TSLA
2023-02-14,191.940002,209.820007,189.440002,209.25,209.25,216455700,TSLA
2023-02-15,211.759995,214.660004,206.110001,214.240005,214.240005,181006400,TSLA
2023-02-16,210.779999,217.649994,201.839996,202.039993,202.039993,229586500,TSLA
2023-02-17,199.990005,208.440002,197.5,208.309998,208.309998,213738500,TSLA
2023-02-21,204.990005,209.710007,197.220001,197.369995,197.369995,180018600,TSLA
2023-02-22,197.929993,201.990005,191.779999,200.860001,200.860001,191828500,TSLA
2023-02-23,203.910004,205.139999,196.330002,202.070007,202.070007,146360000,TSLA
2023-02-24,196.330002,197.669998,192.800003,196.880005,196.880005,142228100,TSLA
2023-02-27,202.029999,209.419998,201.259995,207.630005,207.630005,161028300,TSLA
2023-02-28,210.589996,211.229996,203.75,205.710007,205.710007,153144900,TSLA
2023-03-01,206.210007,207.199997,198.520004,202.770004,202.770004,156852800,TSLA
2023-03-02,186.740005,193.75,186.009995,190.899994,190.899994,181500700,TSLA
2023-03-03,194.800003,200.479996,192.880005,197.789993,197.789993,154193300,TSLA
2023-03-06,198.539993,198.600006,192.300003,193.809998,193.809998,128100100,TSLA
2023-03-07,191.380005,194.199997,186.100006,187.710007,187.710007,148125800,TSLA
2023-03-08,185.039993,186.5,180.0,182.0,182.0,151897800,TSLA
2023-03-09,180.25,185.179993,172.509995,172.919998,172.919998,170023800,TSLA
2023-03-10,175.130005,178.289993,168.440002,173.440002,173.440002,191488900,TSLA
2023-03-13,167.460007,177.350006,163.910004,174.479996,174.479996,167790300,TSLA
2023-03-14,177.309998,183.800003,177.139999,183.259995,183.259995,143717900,TSLA
2023-03-15,180.800003,182.339996,176.029999,180.449997,180.449997,145995600,TSLA
2023-03-16,180.369995,185.809998,178.839996,184.130005,184.130005,121136800,TSLA
2023-03-17,184.520004,186.220001,177.330002,180.130005,180.130005,133197100,TSLA
2023-03-20,178.080002,186.440002,176.350006,183.25,183.25,129684400,TSLA
2023-03-21,188.279999,198.0,188.039993,197.580002,197.580002,153391400,TSLA
2023-03-22,199.300003,200.660004,190.949997,191.149994,191.149994,150376400,TSLA
2023-03-23,195.259995,199.309998,188.649994,192.220001,192.220001,144193900,TSLA
2023-03-24,191.649994,192.360001,187.149994,190.410004,190.410004,116312400,TSLA
2023-03-27,194.419998,197.389999,189.940002,191.809998,191.809998,120851600,TSLA
2023-03-28,192.0,192.350006,185.429993,189.190002,189.190002,98654600,TSLA
2023-03-29,193.130005,195.289993,189.440002,193.880005,193.880005,123660000,TSLA
2023-03-30,195.580002,197.330002,194.419998,195.279999,195.279999,110252200,TSLA
2023-03-31,197.529999,207.789993,197.199997,207.460007,207.460007,170222100,TSLA
2023-04-03,199.910004,202.690002,192.199997,194.770004,194.770004,169545900,TSLA
2023-04-04,197.320007,198.740005,190.320007,192.580002,192.580002,126463800,TSLA
2023-04-05,190.520004,190.679993,183.759995,185.520004,185.520004,133882500,TSLA
2023-04-06,183.080002,186.389999,179.740005,185.059998,185.059998,123857900,TSLA
2023-04-10,179.940002,185.100006,176.110001,184.509995,184.509995,142154600,TSLA
2023-04-11,186.690002,189.190002,185.649994,186.789993,186.789993,115770900,TSLA
2023-04-12,190.740005,191.580002,180.309998,180.539993,180.539993,150256300,TSLA
2023-04-13,182.960007,186.5,180.940002,185.899994,185.899994,112933000,TSLA
2023-04-14,183.949997,186.279999,182.009995,185.0,185.0,96438700,TSLA
2023-04-17,186.320007,189.690002,182.690002,187.039993,187.039993,116662200,TSLA
2023-04-18,187.149994,187.690002,183.580002,184.309998,184.309998,92067000,TSLA
2023-04-19,179.100006,183.5,177.649994,180.589996,180.589996,125732700,TSLA
2023-04-20,166.169998,169.699997,160.559998,162.990005,162.990005,210970800,TSLA
2023-04-21,164.800003,166.0,161.320007,165.080002,165.080002,123539000,TSLA
2023-04-24,164.649994,165.649994,158.610001,162.550003,162.550003,140006600,TSLA
2023-04-25,159.820007,163.470001,158.75,160.669998,160.669998,121999300,TSLA
2023-04-26,160.289993,160.669998,153.139999,153.75,153.75,153364100,TSLA
2023-04-27,152.639999,160.479996,152.369995,160.190002,160.190002,127015200,TSLA
2023-04-28,160.899994,165.0,157.320007,164.309998,164.309998,122515800,TSLA
2023-05-01,163.169998,163.279999,158.830002,161.830002,161.830002,109015000,TSLA
2023-05-02,161.880005,165.490005,158.929993,160.309998,160.309998,128259700,TSLA
2023-05-03,160.009995,165.0,159.910004,160.610001,160.610001,119728000,TSLA
2023-05-04,162.710007,162.949997,159.649994,161.199997,161.199997,95108500,TSLA
2023-05-05,163.970001,170.789993,163.509995,170.059998,170.059998,107440900,TSLA
2023-05-08,173.720001,173.800003,169.190002,171.789993,171.789993,112249400,TSLA
2023-05-09,168.949997,169.820007,166.559998,169.149994,169.149994,88965000,TSLA
2023-05-10,172.550003,174.429993,166.679993,168.539993,168.539993,119840700,TSLA
2023-05-11,168.699997,173.570007,166.789993,172.080002,172.080002,103889900,TSLA
2023-05-12,176.070007,177.380005,167.229996,167.979996,167.979996,157577100,TSLA
2023-05-15,167.660004,169.759995,164.550003,166.350006,166.350006,105592500,TSLA
2023-05-16,165.649994,169.520004,164.350006,166.520004,166.520004,98288800,TSLA
2023-05-17,168.410004,174.5,167.190002,173.860001,173.860001,125473600,TSLA
2023-05-18,174.220001,177.059998,172.449997,176.889999,176.889999,109520300,TSLA
2023-05-19,177.169998,181.949997,176.309998,180.139999,180.139999,136024200,TSLA
2023-05-22,180.699997,189.320007,180.110001,188.869995,188.869995,132001400,TSLA
2023-05-23,186.199997,192.960007,185.259995,185.770004,185.770004,156952100,TSLA
2023-05-24,182.229996,184.220001,178.220001,182.899994,182.899994,137605100,TSLA
2023-05-25,186.539993,186.779999,180.580002,184.470001,184.470001,96870700,TSLA
2023-05-26,184.619995,198.600006,184.529999,193.169998,193.169998,162061500,TSLA
2023-05-30,200.100006,204.479996,197.529999,201.160004,201.160004,128818700,TSLA
2023-05-31,199.779999,203.949997,195.119995,203.929993,203.929993,150711700,TSLA
2023-06-01,202.589996,209.800003,199.369995,207.520004,207.520004,148029900,TSLA
2023-06-02,210.149994,217.25,209.75,213.970001,213.970001,164129000,TSLA
2023-06-05,217.800003,221.289993,214.520004,217.610001,217.610001,151143100,TSLA
2023-06-06,216.139999,221.910004,212.529999,221.309998,221.309998,146911600,TSLA
2023-06-07,228.0,230.830002,223.199997,224.570007,224.570007,185710800,TSLA
2023-06-08,224.220001,235.229996,223.009995,234.860001,234.860001,164489700,TSLA
2023-06-09,249.070007,252.419998,242.020004,244.399994,244.399994,199882300,TSLA
2023-06-12,247.940002,250.970001,244.589996,249.830002,249.830002,150337900,TSLA
2023-06-13,253.509995,259.679993,251.339996,258.709991,258.709991,162384300,TSLA
2023-06-14,260.170013,261.570007,250.5,256.790009,256.790009,170575500,TSLA
2023-06-15,248.399994,258.950012,247.289993,255.899994,255.899994,160171200,TSLA
2023-06-16,258.920013,263.600006,257.209991,260.540009,260.540009,167563700,TSLA
2023-06-20,261.5,274.75,261.119995,274.450012,274.450012,165611200,TSLA
2023-06-21,275.130005,276.98999,257.779999,259.459991,259.459991,211797100,TSLA
2023-06-22,250.770004,265.0,248.25,264.609985,264.609985,166875900,TSLA
2023-06-23,259.290009,262.450012,252.800003,256.600006,256.600006,176584100,TSLA
2023-06-26,250.070007,258.369995,240.699997,241.050003,241.050003,179990600,TSLA
2023-06-27,243.240005,250.389999,240.850006,250.210007,250.210007,164968200,TSLA
2023-06-28,249.699997,259.880005,248.889999,256.23999,256.23999,159770800,TSLA
2023-06-29,258.029999,260.73999,253.610001,257.5,257.5,131283400,TSLA
2023-06-30,260.600006,264.450012,259.890015,261.769989,261.769989,112267600,TSLA
2023-07-03,276.48999,284.25,275.109985,279.820007,279.820007,119685900,TSLA
2023-07-05,278.820007,283.850006,277.600006,282.480011,282.480011,131530900,TSLA
2023-07-06,278.089996,279.970001,272.880005,276.540009,276.540009,120332100,TSLA
2023-07-07,278.429993,280.779999,273.769989,274.429993,274.429993,113602000,TSLA
2023-07-10,276.470001,277.519989,265.100006,269.609985,269.609985,119425400,TSLA
2023-07-11,268.649994,270.899994,266.369995,269.790009,269.790009,91972400,TSLA
2023-07-12,276.329987,276.519989,271.459991,271.98999,271.98999,95672100,TSLA
2023-07-13,274.589996,279.450012,270.600006,277.899994,277.899994,112681500,TSLA
2023-07-14,277.01001,285.299988,276.309998,281.380005,281.380005,119771100,TSLA
2023-07-17,286.630005,292.230011,283.570007,290.380005,290.380005,131569600,TSLA
2023-07-18,290.149994,295.26001,286.01001,293.339996,293.339996,112434700,TSLA
2023-07-19,296.040009,299.290009,289.519989,291.26001,291.26001,142355400,TSLA
2023-07-20,279.559998,280.929993,261.200012,262.899994,262.899994,175158300,TSLA
2023-07-21,268.0,268.0,255.800003,260.019989,260.019989,161050100,TSLA
2023-07-24,255.850006,269.850006,254.119995,269.059998,269.059998,136508500,TSLA
2023-07-25,272.380005,272.899994,265.0,265.279999,265.279999,112757300,TSLA
2023-07-26,263.25,268.040009,261.75,264.350006,264.350006,95856200,TSLA
2023-07-27,268.309998,269.130005,255.300003,255.710007,255.710007,103697300,TSLA
2023-07-28,259.859985,267.25,258.230011,266.440002,266.440002,111446000,TSLA
2023-07-31,267.480011,269.079987,263.779999,267.429993,267.429993,84582200,TSLA
2023-08-01,266.26001,266.470001,260.25,261.070007,261.070007,83166000,TSLA
2023-08-02,255.570007,259.519989,250.490005,254.110001,254.110001,101752900,TSLA
2023-08-03,252.039993,260.48999,252.0,259.320007,259.320007,97569100,TSLA
2023-08-04,260.970001,264.769989,253.110001,253.860001,253.860001,99242600,TSLA
2023-08-07,251.449997,253.649994,242.759995,251.449997,251.449997,111097900,TSLA
2023-08-08,247.449997,250.919998,245.009995,249.699997,249.699997,96642200,TSLA
2023-08-09,250.869995,251.100006,241.899994,242.190002,242.190002,101596300,TSLA
2023-08-10,245.399994,251.800003,243.0,245.339996,245.339996,109498600,TSLA
2023-08-11,241.770004,243.789993,238.020004,242.649994,242.649994,98866600,TSLA
2023-08-14,235.699997,240.660004,233.75,239.759995,239.759995,98595300,TSLA
2023-08-15,238.729996,240.5,232.610001,232.960007,232.960007,88197600,TSLA
2023-08-16,228.020004,233.970001,225.380005,225.600006,225.600006,112484500,TSLA
2023-08-17,226.059998,226.740005,218.830002,219.220001,219.220001,120718400,TSLA
2023-08-18,214.119995,217.580002,212.360001,215.490005,215.490005,135813700,TSLA
2023-08-21,221.550003,232.130005,220.580002,231.279999,231.279999,135702700,TSLA
2023-08-22,240.25,240.820007,229.550003,233.190002,233.190002,130597900,TSLA
2023-08-23,229.339996,238.979996,229.289993,236.860001,236.860001,101077600,TSLA
2023-08-24,238.660004,238.919998,228.179993,230.039993,230.039993,99777400,TSLA
2023-08-25,231.309998,239.0,230.350006,238.589996,238.589996,106612200,TSLA
2023-08-28,242.580002,244.380005,235.350006,238.820007,238.820007,107673700,TSLA
2023-08-29,238.580002,257.480011,237.770004,257.179993,257.179993,134047600,TSLA
2023-08-30,254.199997,260.51001,250.589996,256.899994,256.899994,121988400,TSLA
2023-08-31,255.979996,261.179993,255.050003,258.079987,258.079987,108861700,TSLA
2023-09-01,257.26001,259.079987,242.009995,245.009995,245.009995,132272500,TSLA
2023-09-05,245.0,258.0,244.860001,256.48999,256.48999,129469600,TSLA
2023-09-06,255.139999,255.389999,245.059998,251.919998,251.919998,116959800,TSLA
2023-09-07,245.070007,252.809998,243.270004,251.490005,251.490005,115312900,TSLA
2023-09-08,251.220001,256.519989,246.669998,248.5,248.5,118367700,TSLA
2023-09-11,264.269989,274.850006,260.609985,273.579987,273.579987,174667900,TSLA
2023-09-12,270.76001,278.390015,266.600006,267.480011,267.480011,135999900,TSLA
2023-09-13,270.070007,274.980011,268.100006,271.299988,271.299988,111673700,TSLA
2023-09-14,271.320007,276.709991,270.420013,276.040009,276.040009,107709800,TSLA
2023-09-15,277.549988,278.980011,271.0,274.390015,274.390015,133422800,TSLA
2023-09-18,271.160004,271.440002,263.76001,265.279999,265.279999,101543300,TSLA
2023-09-19,264.350006,267.850006,261.200012,266.5,266.5,103704000,TSLA
2023-09-20,267.040009,273.929993,262.459991,262.589996,262.589996,122514600,TSLA
2023-09-21,257.850006,260.859985,254.210007,255.699997,255.699997,119531000,TSLA
2023-09-22,257.399994,257.790009,244.479996,244.880005,244.880005,127524100,TSLA
2023-09-25,243.380005,247.100006,238.309998,246.990005,246.990005,104636600,TSLA
2023-09-26,242.979996,249.550003,241.660004,244.119995,244.119995,101993600,TSLA
2023-09-27,244.259995,245.330002,234.580002,240.5,240.5,136597200,TSLA
2023-09-28,240.020004,247.550003,238.649994,246.380005,246.380005,117058900,TSLA
2023-09-29,250.0,254.770004,246.350006,250.220001,250.220001,128346200,TSLA
2023-10-02,244.809998,254.279999,242.619995,251.600006,251.600006,123810400,TSLA
2023-10-03,248.610001,250.020004,244.449997,246.529999,246.529999,101985300,TSLA
2023-10-04,248.139999,261.859985,247.600006,261.160004,261.160004,129721600,TSLA
2023-10-05,260.0,263.600006,256.25,260.049988,260.049988,119159200,TSLA
2023-10-06,253.979996,261.649994,250.649994,260.529999,260.529999,117947000,TSLA
2023-10-09,255.309998,261.359985,252.050003,259.670013,259.670013,101377900,TSLA
2023-10-10,257.75,268.940002,257.649994,263.619995,263.619995,122656000,TSLA
2023-10-11,266.200012,268.600006,260.899994,262.98999,262.98999,103706300,TSLA
2023-10-12,262.920013,265.410004,256.630005,258.869995,258.869995,111508100,TSLA
2023-10-13,258.899994,259.600006,250.220001,251.119995,251.119995,102073800,TSLA
2023-10-16,250.050003,255.399994,248.479996,253.919998,253.919998,88917200,TSLA
2023-10-17,250.100006,257.179993,247.080002,254.850006,254.850006,93562900,TSLA
2023-10-18,252.699997,254.630005,242.080002,242.679993,242.679993,125147800,TSLA
2023-10-19,225.949997,230.610001,216.779999,220.110001,220.110001,170772700,TSLA
2023-10-20,217.009995,218.860001,210.419998,211.990005,211.990005,137734000,TSLA
2023-10-23,210.0,216.979996,202.509995,212.080002,212.080002,150683400,TSLA
2023-10-24,216.5,222.050003,214.110001,216.520004,216.520004,118231100,TSLA
2023-10-25,215.880005,220.100006,212.199997,212.419998,212.419998,106179000,TSLA
2023-10-26,211.320007,214.800003,204.880005,205.654999,205.654999,74245008,TSLA
2023-10-25,215.880005,220.100006,212.199997,212.419998,212.419998,107065100,TSLA
2023-10-26,211.320007,214.800003,204.880005,205.759995,205.759995,115112600,TSLA
2023-10-27,210.600006,212.410004,205.770004,207.300003,207.300003,94728100,TSLA
2021-09-30,260.3333435058594,263.0433349609375,258.3333435058594,258.49334716796875,258.49334716796875,53868000,TSLA
2021-10-01,259.4666748046875,260.260009765625,254.52999877929688,258.4066772460937,258.4066772460937,51094200,TSLA
2021-10-04,265.5,268.989990234375,258.7066650390625,260.510009765625,260.510009765625,91449900,TSLA
2021-10-05,261.6000061035156,265.7699890136719,258.0666809082031,260.1966552734375,260.1966552734375,55297800,TSLA
2021-10-06,258.7333374023437,262.2200012207031,257.739990234375,260.9166564941406,260.9166564941406,43898400,TSLA
2021-10-07,261.82000732421875,268.3333435058594,261.1266784667969,264.53668212890625,264.53668212890625,57587400,TSLA
2021-10-08,265.4033203125,265.4599914550781,260.3033447265625,261.8299865722656,261.8299865722656,50215800,TSLA
2021-10-11,262.54998779296875,267.0799865722656,261.8333435058594,263.9800109863281,263.9800109863281,42600900,TSLA
2021-10-12,266.9766540527344,270.7733459472656,265.5233459472656,268.5733337402344,268.5733337402344,66060000,TSLA
2021-10-13,270.1566772460937,271.8033447265625,268.59332275390625,270.3599853515625,270.3599853515625,42360300,TSLA
2021-10-14,271.8299865722656,273.4166564941406,271.1166687011719,272.7733459472656,272.7733459472656,36741600,TSLA
2021-10-15,274.5799865722656,281.07000732421875,274.1166687011719,281.010009765625,281.010009765625,56773800,TSLA
2021-10-18,283.92999267578125,291.7533264160156,283.8233337402344,290.03668212890625,290.03668212890625,72621600,TSLA
2021-10-19,292.510009765625,292.6499938964844,287.5033264160156,288.0899963378906,288.0899963378906,52143300,TSLA
2021-10-20,288.45001220703125,289.8299865722656,285.7933349609375,288.6000061035156,288.6000061035156,42096300,TSLA
2021-10-21,285.3333435058594,300.0,285.1666564941406,298.0,298.0,94444500,TSLA
2021-10-22,298.5,303.3333435058594,296.9866638183594,303.2266540527344,303.2266540527344,68642400,TSLA
2021-10-25,316.84332275390625,348.3399963378906,314.7333374023437,341.6199951171875,341.6199951171875,188556300,TSLA
2021-10-26,341.5633239746094,364.9800109863281,333.8133239746094,339.4766540527344,339.4766540527344,187245000,TSLA
2021-10-27,346.5533447265625,356.9599914550781,343.59332275390625,345.9533386230469,345.9533386230469,115579500,TSLA
2021-10-28,356.10333251953125,360.3333435058594,351.3999938964844,359.0133361816406,359.0133361816406,81639600,TSLA
2021-10-29,360.6199951171875,371.7366638183594,357.7366638183594,371.3333435058594,371.3333435058594,89755200,TSLA
2021-11-01,381.6666564941406,403.25,372.88665771484375,402.86334228515625,402.86334228515625,168146100,TSLA
2021-11-02,386.4533386230469,402.86334228515625,382.0,390.6666564941406,390.6666564941406,128213400,TSLA
2021-11-03,392.4433288574219,405.1300048828125,384.2066650390625,404.6199951171875,404.6199951171875,103885500,TSLA
2021-11-04,411.4700012207031,414.4966735839844,405.6666564941406,409.9700012207031,409.9700012207031,76192200,TSLA
2021-11-05,409.3333435058594,413.2900085449219,402.6666564941406,407.36334228515625,407.36334228515625,64886400,TSLA
2021-11-08,383.2633361816406,399.0,377.6666564941406,387.6466674804688,387.6466674804688,100337100,TSLA
2021-11-09,391.2000122070313,391.5,337.17333984375,341.1666564941406,341.1666564941406,177317400,TSLA
2021-11-10,336.8033447265625,359.3666687011719,329.10333251953125,355.9833374023437,355.9833374023437,128408100,TSLA
2021-11-11,367.5899963378906,368.3233337402344,351.5599975585937,354.5033264160156,354.5033264160156,67189800,TSLA
2021-11-12,349.1666564941406,351.5,339.7333374023437,344.47332763671875,344.47332763671875,76719300,TSLA
2021-11-15,339.2099914550781,343.99334716796875,326.20001220703125,337.7966613769531,337.7966613769531,104326800,TSLA
2021-11-16,334.4366760253906,352.3999938964844,334.0599975585937,351.57666015625,351.57666015625,79627200,TSLA
2021-11-17,354.5033264160156,373.21331787109375,351.8333435058594,363.0033264160156,363.0033264160156,94336200,TSLA
2021-11-18,368.8500061035156,370.6666564941406,358.3399963378906,365.4599914550781,365.4599914550781,62696700,TSLA
2021-11-19,366.2900085449219,379.5733337402344,364.23333740234375,379.0199890136719,379.0199890136719,64926900,TSLA
2021-11-22,387.4433288574219,400.6499938964844,377.4766540527344,385.6233215332031,385.6233215332031,99217500,TSLA
2021-11-23,389.1700134277344,393.5,354.2333374023437,369.6766662597656,369.6766662597656,108515100,TSLA
2021-11-24,360.1300048828125,377.5899963378906,354.0,372.0,372.0,67680600,TSLA
2021-11-26,366.489990234375,369.5933227539063,360.3333435058594,360.6400146484375,360.6400146484375,35042700,TSLA
2021-11-29,366.9966735839844,380.8900146484375,366.7300109863281,378.9966735839844,378.9966735839844,58393500,TSLA
2021-11-30,381.4566650390625,389.3333435058594,372.6666564941406,381.586669921875,381.586669921875,81276000,TSLA
2021-12-01,386.8999938964844,390.9466552734375,363.586669921875,365.0,365.0,68450400,TSLA
2021-12-02,366.3533325195313,371.0,352.2166748046875,361.5333251953125,361.5333251953125,73114800,TSLA
2021-12-03,361.5966796875,363.5266723632813,333.4033203125,338.3233337402344,338.3233337402344,92322000,TSLA
2021-12-06,333.836669921875,340.5466613769531,316.8333435058594,336.336669921875,336.336669921875,81663000,TSLA
2021-12-07,348.0666809082031,352.5566711425781,342.2699890136719,350.5833435058594,350.5833435058594,56084700,TSLA
2021-12-08,350.9033203125,357.4599914550781,344.3333435058594,356.32000732421875,356.32000732421875,41906400,TSLA
2021-12-09,353.5466613769531,354.163330078125,334.1199951171875,334.6000061035156,334.6000061035156,59438400,TSLA
2021-12-10,336.25,340.32666015625,327.510009765625,339.010009765625,339.010009765625,59664300,TSLA
2021-12-13,333.6966552734375,335.0,317.1400146484375,322.1366577148437,322.1366577148437,78595500,TSLA
2021-12-14,315.0,322.1366577148437,310.0,319.5033264160156,319.5033264160156,70806300,TSLA
2021-12-15,317.7366638183594,326.25,309.4166564941406,325.3299865722656,325.3299865722656,75169200,TSLA
2021-12-16,331.5,331.6600036621094,307.2833251953125,308.97332763671875,308.97332763671875,82771500,TSLA
2021-12-17,304.92333984375,320.2200012207031,303.0133361816406,310.8566589355469,310.8566589355469,100437300,TSLA
2021-12-20,303.5666809082031,307.2300109863281,297.7966613769531,299.9800109863281,299.9800109863281,56480100,TSLA
2021-12-21,305.6233215332031,313.1666564941406,295.3733215332031,312.84332275390625,312.84332275390625,71517900,TSLA
2021-12-22,321.8866577148437,338.5533447265625,319.01666259765625,336.2900085449219,336.2900085449219,93634200,TSLA
2021-12-23,335.6000061035156,357.6600036621094,332.5199890136719,355.6666564941406,355.6666564941406,92713200,TSLA
2021-12-27,357.8900146484375,372.3333435058594,356.9066772460937,364.6466674804688,364.6466674804688,71145900,TSLA
2021-12-28,369.8299865722656,373.0,359.47332763671875,362.8233337402344,362.8233337402344,60324000,TSLA
2021-12-29,366.21331787109375,368.0,354.7133178710937,362.0633239746094,362.0633239746094,56154000,TSLA
2021-12-30,353.77667236328125,365.1833190917969,351.04998779296875,356.7799987792969,356.7799987792969,47040900,TSLA
2021-12-31,357.8133239746094,360.6666564941406,351.5299987792969,352.260009765625,352.260009765625,40733700,TSLA
2022-01-03,382.5833435058594,400.3566589355469,378.6799926757813,399.9266662597656,399.9266662597656,103931400,TSLA
